nan nan
-70.060069	18.385106
-69.884056	18.469592
-69.729165	18.460205
-69.532031	18.439084
-69.320816	18.439084
-69.123682	18.439084
-68.924201	18.385106
-68.813900	18.270111
-68.661355	18.248990
-68.527586	18.354598
-68.417285	18.511835
-68.384429	18.680808
-68.506464	18.744172
-68.605031	18.816924
-68.703598	18.931919
-68.825634	19.004671
-69.013381	19.046914
-69.156538	19.058648
-69.201127	19.058648
-69.255105	19.068035
-69.398262	19.089157
-69.597743	19.161909
-69.597743	19.192418
-69.377140	19.173643
-69.233983	19.255782
-69.377140	19.361390
-69.609477	19.328534
-69.839467	19.464651
-69.949768	19.643010
nan nan
-66.046981	18.502448
-66.058715	18.523570
-65.892090	18.469592
-65.760667	18.385106
-65.671487	18.281846
-65.805257	18.164504
-65.981270	18.007266
-66.246462	17.974410
-66.455330	17.943901
-66.621956	17.995532
-66.830824	17.995532
-67.051426	17.974410
-67.203971	18.007266
-67.194583	18.197360
-67.239173	18.333476
-67.248561	18.439084
-67.138259	18.523570
-66.950513	18.532957
-66.697054	18.532957
-66.476452	18.532957
-66.246462	18.523570
-66.046981	18.502448
nan nan
-64.934581	18.406228
-65.021414	18.342863
-65.012027	18.291233
-64.934581	18.312355
-64.934581	18.406228
nan nan
-64.845401	17.765542
-64.868870	17.732686
-64.845401	17.681056
-64.735100	17.786663
-64.845401	17.765542
nan nan
-62.960893	10.500000
-62.960893	10.506781
-62.716822	10.551371
-62.585399	10.551371
-62.507954	10.527902
-62.353063	10.527902
-62.233374	10.638204
-62.144194	10.638204
-61.979916	10.680447
-61.956447	10.725037
-62.209906	10.736771
-62.287351	10.746158
-62.287351	10.713302
-62.376531	10.692181
-62.618255	10.713302
-62.773146	10.746158
-62.928037	10.746158
-63.125171	10.757892
-63.291797	10.769626
-63.578110	10.713302
-63.831569	10.692181
-63.974726	10.692181
-64.129617	10.680447
-64.228184	10.671059
-64.249305	10.593614
-64.249305	10.560758
-64.139004	10.572492
-64.040437	10.572492
-63.852690	10.560758
-63.721267	10.539637
-63.697799	10.506781
-63.715811	10.500000
nan nan
-66.046981	10.500000
-66.046981	10.518515
-66.046981	10.638204
-66.180751	10.659325
-66.366151	10.671059
-66.765113	10.638204
-66.973981	10.638204
-67.293150	10.572492
-67.612320	10.527902
-67.771762	10.500000
nan nan
-67.952982	10.500000
-68.076993	10.527902
-68.196682	10.647591
-68.264740	10.800135
-68.274128	10.811869
-68.274128	10.877581
-68.241272	10.889315
-68.274128	11.084102
-68.363307	11.248381
-68.560441	11.302358
-68.682477	11.365723
-68.759922	11.419700
-68.992259	11.431434
-69.013381	11.431434
-69.123682	11.485411
-69.189393	11.508879
-69.210515	11.508879
-69.222249	11.508879
-69.266839	11.518267
-69.356019	11.508879
-69.431117	11.530001
-69.487441	11.530001
-69.586008	11.530001
-69.609477	11.572244
-69.630598	11.595712
-69.663454	11.637955
-69.708044	11.703667
-69.729165	11.757644
-69.762021	11.931310
-69.830079	12.147219
-69.940381	12.245786
nan nan
-70.017826	11.637955
-69.928646	11.670811
-69.872322	11.682545
-69.818345	11.551123
-69.818345	11.443168
-69.982624	11.431434
nan nan
-69.046236	12.299763
-69.123682	12.419452
-69.123682	12.386596
-69.111948	12.288029
-69.046236	12.191808
-68.935935	12.147219
-68.804512	12.093241
-68.804512	12.147219
-68.935935	12.201196
-69.046236	12.299763
nan nan
-68.375041	12.288029
-68.440753	12.342006
-68.396163	12.255173
-68.318717	12.180074
-68.274128	12.083854
-68.241272	12.072120
-68.220150	12.224664
-68.274128	12.266907
-68.375041	12.288029
nan nan
-63.897280	11.170935
-63.831569	11.116958
-63.786979	10.997269
-63.897280	10.943292
-64.007581	10.877581
-64.096761	10.898702
-64.162472	10.943292
-64.326751	10.943292
-64.371341	11.039512
-64.293895	11.095836
-64.195328	11.095836
-64.106148	11.030125
-63.974726	11.126345
-63.897280	11.170935
nan nan
-61.548098	12.180074
-61.592688	12.158953
-61.649012	12.137831
-61.702989	11.985287
-61.583301	12.050998
-61.548098	12.180074
nan nan
-61.031794	13.304208
-61.074037	13.283087
-61.085772	13.154011
-61.074037	13.067178
-61.031794	13.121155
-61.031794	13.261965
-61.031794	13.304208
nan nan
-60.921493	14.036421
-60.942615	13.940201
-60.975470	13.811125
-60.998939	13.736026
-60.921493	13.712558
-60.853435	13.745413
-60.853435	13.841634
-60.876903	13.973056
-60.921493	14.036421
nan nan
-61.196073	14.904750
-61.106893	14.883628
-60.998939	14.775674
-60.930880	14.627823
-60.853435	14.477626
-60.876903	14.454158
-60.998939	14.433036
-61.052916	14.477626
-61.118627	14.637211
-61.184339	14.754552
-61.207807	14.829651
-61.196073	14.904750
nan nan
-61.318108	15.620535
-61.372085	15.620535
-61.372085	15.514927
-61.372085	15.355342
-61.327496	15.238000
-61.240663	15.238000
-61.207807	15.343608
-61.217194	15.439828
-61.217194	15.557170
-61.318108	15.620535
nan nan
-61.416675	16.505291
-61.494121	16.493557
-61.515242	16.430193
-61.548098	16.345707
-61.649012	16.345707
-61.747579	16.366828
-61.803903	16.186122
-61.780435	16.014803
-61.637278	16.005416
-61.583301	16.186122
-61.538711	16.218978
-61.383820	16.228365
-61.252397	16.282342
-61.273518	16.345707
-61.372085	16.387950
-61.416675	16.505291
nan nan
-61.825025	17.153018
-61.846146	17.141284
-61.879002	17.066185
-61.869615	17.002821
-61.803903	16.993433
-61.714723	17.045064
-61.702989	17.087307
-61.768701	17.120162
-61.825025	17.153018
nan nan
-62.784880	17.427598
-62.895181	17.436985
-62.859979	17.343112
-62.794268	17.289134
-62.749678	17.310256
-62.749678	17.406476
-62.784880	17.427598
nan nan
-60.513144	11.344601
-60.522531	11.344601
-60.623445	11.311745
-60.722012	11.224912
-60.787724	11.182669
-60.743134	11.149814
-60.590589	11.248381
